symbol,genome_id,entryDay,entryPrice,exitDay,exitPrice,profit,Profit %,Invested
467,G_000,2011-12-22,0.555,2012-06-01,0.546,-165.0,-1.65,10000.0
467,G_000,2012-09-20,0.551,2013-02-21,0.574,417.0,4.17,10000.0
467,G_000,2014-02-10,0.555,2014-04-17,0.560,83.0,0.83,10000.0
467,G_000,2017-02-02,0.270,2017-03-22,0.210,-2198.0,-21.98,10000.0
467,G_000,2017-08-24,0.181,2018-12-24,0.789,33662.0,336.62,10000.0
467,G_000,2019-02-11,0.898,,Open position,-151.0,-1.51,10000.0
522,G_000,2009-07-16,29.550,2010-05-26,35.368,1969.0,19.69,10000.0
522,G_000,2010-09-28,45.101,2011-08-08,49.201,909.0,9.09,10000.0
522,G_000,2011-12-08,61.888,2012-06-04,64.319,393.0,3.93,10000.0
522,G_000,2012-07-04,71.830,2012-08-09,63.935,-1099.0,-10.99,10000.0
522,G_000,2012-12-21,65.866,2013-03-15,61.785,-620.0,-6.2,10000.0
522,G_000,2014-04-22,58.557,2014-07-10,60.575,345.0,3.45,10000.0
522,G_000,2014-10-31,61.248,2014-12-10,53.321,-1294.0,-12.94,10000.0
522,G_000,2015-02-24,55.591,2015-06-10,56.188,107.0,1.07,10000.0
522,G_000,2016-06-10,44.488,2016-08-24,46.215,388.0,3.88,10000.0
522,G_000,2016-09-23,49.094,2017-08-02,76.068,5494.0,54.94,10000.0
522,G_000,2018-06-07,85.347,2018-07-06,76.413,-1047.0,-10.47,10000.0
