stock_code,timestamp,total_api,total_algo,total_exact,total_unmatched,with_deviation,deviations_data,unmatched_api,unmatched_api_data,unmatched_algo,unmatched_algo_data,match_percent
3888,2026-02-03T13:25:24.630670,20,20,6,14,0,,8,"Buy:2010-01-05 00:00:00, Sell:2010-03-12 00:00:00; | Buy:2010-11-05 00:00:00, Sell:2010-11-24 00:00:00; | Buy:2011-01-14 00:00:00, Sell:2011-02-25 00:00:00; | Buy:2011-04-18 00:00:00, Sell:2011-06-28 00:00:00; | Buy:2012-02-07 00:00:00, Sell:2012-05-11 00:00:00; | Buy:2012-08-17 00:00:00, Sell:2014-05-09 00:00:00; | Buy:2017-02-09 00:00:00, Sell:2017-08-28 00:00:00; | Buy:2019-02-12 00:00:00, Sell:Open position;",8,"Buy:2017-02-09 00:00:00, Sell:2017-08-18 00:00:00; | Buy:2019-02-12 00:00:00, Sell:2019-07-04 00:00:00; | Buy:2019-09-04 00:00:00, Sell:2020-11-03 00:00:00; | Buy:2020-12-17 00:00:00, Sell:2021-06-09 00:00:00; | Buy:2022-01-13 00:00:00, Sell:2022-02-23 00:00:00; | Buy:2023-11-07 00:00:00, Sell:2023-11-29 00:00:00; | Buy:2024-09-20 00:00:00, Sell:2024-10-18 00:00:00; | Buy:2025-02-05 00:00:00, Sell:2025-04-08 00:00:00;",30.0
