Genome ID	Stock Code	Trade Count	Profit Delta (%)	Win Rate Delta (%)	Total Win ($)	Total Loss ($)	Trades Win	Trades Loss	Avg Win ($)	Avg Loss ($)	Payoff Ratio
G_000 (BASE)	3888	10	0	50	21580	8066	5	5	4,316	1,613	2.68
